Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC6632001,Spotlight Service ,,"DBA Spotlight LDNPLETDDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:31,2024-11-09 02:00:52,3 - Low,28800,178899
INC6632000,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS014N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws014n02,3 - Moderate,Closed,2024-11-11 03:40:54,2024-11-09 02:00:49,3 - Low,28800,178805
INC6631999,Spotlight Service ,,"DBA Spotlight LDNPLLMEDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN1WS044N01 to LDN2WS044N02 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:19,2024-11-09 02:00:39,3 - Low,28800,178780
INC6631997,Spotlight Service ,,"DBA Spotlight LDNPLLMEDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:10,2024-11-09 02:00:38,3 - Low,28800,178832
INC6631990,Spotlight Service ,DB Farm - EM Prod,Spotlight notification for LDN1WS046N01  Monitored Server - Windows Connection Failure: Cannot connect to Windows host 'LDN1WS046N01' : The RPC server is un,Database Administrators,,Closed,ldn1ws046n01,3 - Moderate,Closed,2024-11-11 03:41:52,2024-11-09 02:00:20,3 - Low,28800,178892
INC6631975,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS055N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS055N01,51433' ",Database Administrators,,Closed,ldn1ws055n01,3 - Moderate,Closed,2024-11-11 03:41:05,2024-11-09 02:00:06,3 - Low,28800,178859
INC6631973,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS046N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS046N01,51433' ",Database Administrators,,Closed,ldn1ws046n01,3 - Moderate,Closed,2024-11-11 03:43:40,2024-11-09 01:59:55,3 - Low,28800,179025
INC6631972,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS080N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws080n01,3 - Moderate,Closed,2024-11-11 03:41:59,2024-11-09 01:59:49,3 - Low,28800,178930
INC6631948,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS040N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS040N01,51433' ",Database Administrators,,Closed,ldn1ws040n01,3 - Moderate,Closed,2024-11-11 03:44:09,2024-11-09 01:59:05,3 - Low,28800,179104
INC6631947,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS006N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS006N02,51433' ",Database Administrators,,Closed,ldn2ws006n02,3 - Moderate,Closed,2024-11-11 03:44:11,2024-11-09 01:58:52,3 - Low,28800,179119
INC6631946,Spotlight Service ,,"DBA Spotlight LDNPLETDDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:44:15,2024-11-09 01:58:52,3 - Low,28800,179123
INC6631945,Spotlight Service ,,"DBA Spotlight LDNPSHRDBLS3,51433  Availability Group - Failed Over: The availability group has failed over from LDN1WS046N01 to there is no data in the host",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:01,2024-11-09 01:58:51,3 - Low,28800,178990
INC6631944,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS006N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws006n02,3 - Moderate,Closed,2024-11-11 03:43:55,2024-11-09 01:58:50,3 - Low,28800,179105
INC6631943,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS046N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws046n01,3 - Moderate,Closed,2024-11-11 03:40:30,2024-11-09 01:58:48,3 - Low,28800,178902
INC6631919,AppD Service,,AppDynamics has detected a problem with DB Server [MAVIS-PRD-LDNPMVSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:40:40,2024-11-09 01:58:09,3 - Low,28800,178951
INC6631920,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS038N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS038N01,51433' ",Database Administrators,,Closed,ldn1ws038n01,3 - Moderate,Closed,2024-11-11 03:42:03,2024-11-09 01:58:09,3 - Low,28800,179034
INC6631893,Spotlight Service ,,"DBA Spotlight LDNPMTHDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:57,2024-11-09 01:56:52,3 - Low,28800,179045
INC6631892,Spotlight Service ,,"DBA Spotlight LDNPPMDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:44,2024-11-09 01:56:51,3 - Low,28800,179093
INC6631876,AppD Service,,AppDynamics has detected a problem with DB Server [BRS-prod - LDNPBRSDBLS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:40:44,2024-11-09 01:56:13,3 - Low,28800,179071
INC6631875,AppD Service,,AppDynamics has detected a problem with DB Server [TSG-PROD-LDNPTSGDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:30,2024-11-09 01:56:09,3 - Low,28800,179121
INC6631873,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Subscription Failure: Subscription [NJCPTPIDBLS1,51433].[GPS] has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:53,2024-11-09 01:56:07,3 - Low,28800,179086
INC6631874,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Subscription Failure: Subscription [LDNPTPIDBLS1,51433].[GPS_SNAP] has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:44:05,2024-11-09 01:56:07,3 - Low,28800,179278
INC6631872,Spotlight Service ,,"DBA Spotlight LDNPSHRDBLS3,51433  Availability Group - Failover Availability: Automatic Failover is available, but some data loss is possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:30,2024-11-09 01:56:06,3 - Low,28800,179244
INC6631870,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [SRD]: SRD has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:07,2024-11-09 01:56:04,3 - Low,28800,179103
INC6631871,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [TPI_App_Permissions]: TPI_App_Permissions has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:44:09,2024-11-09 01:56:04,3 - Low,28800,179285
INC6631869,Spotlight Service ,,"DBA Spotlight LDNPMTHDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:49,2024-11-09 01:56:03,3 - Low,28800,179266
INC6631867,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publisher Failure: Publisher LDN1WS017N01 has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:57,2024-11-09 01:56:02,3 - Low,28800,179095
INC6631866,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [GPS]: GPS_SNAP has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:29,2024-11-09 01:56:01,3 - Low,28800,179068
INC6631863,Spotlight Service ,,"DBA Spotlight LDNPAPADBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:14,2024-11-09 01:56:00,3 - Low,28800,179114
INC6631862,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [CashBonds]: CashBonds has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:20,2024-11-09 01:56:00,3 - Low,28800,179180
INC6631860,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [GPS]: GPS has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:53,2024-11-09 01:55:59,3 - Low,28800,179274
INC6631857,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Publication Failure: Publication [GRD]: GRD_PROD has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:35,2024-11-09 01:55:58,3 - Low,28800,179077
INC6631855,Spotlight Service ,BRS - EM DR,"Spotlight notification for LDN2WS003N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws003n02,3 - Moderate,Closed,2024-11-11 03:43:49,2024-11-09 01:55:51,3 - Low,28800,179278
INC6631854,Spotlight Service ,,"DBA Spotlight LDNPDISDBLS1,51433  Replication - Log Reader Agent Failure: Log Reader agent LDN1WS017N01-SQL_Trip_DB-39 has failed ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:43:40,2024-11-09 01:55:49,3 - Low,28800,179271
INC6631846,Spotlight Service ,,"DBA Spotlight LDNPBRSDBLS,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPBRSDBLS,51433' : A netw",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:45,2024-11-09 01:55:29,3 - Low,28800,179236
INC6631845,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS046N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS046N02,51433' ",Database Administrators,,Closed,ldn2ws046n02,3 - Moderate,Closed,2024-11-11 03:41:22,2024-11-09 01:55:28,3 - Low,28800,179154
INC6631840,Spotlight Service ,,"DBA Spotlight LDNPMVSDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:29,2024-11-09 01:55:20,3 - Low,28800,179169
INC6631838,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS013N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS013N01,51433' ",Database Administrators,,Closed,ldn1ws013n01,3 - Moderate,Closed,2024-11-11 03:43:28,2024-11-09 01:55:19,3 - Low,28800,179289
INC6631830,Spotlight Service ,,"DBA Spotlight LDNPMVSDBLS1,51433  Availability Group - Failed Over: The availability group has failed over from LDN1WS065N01 to LDN2WS065N02 ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:33,2024-11-09 01:55:15,3 - Low,28800,179238
INC6631829,Spotlight Service ,,"DBA Spotlight LDNPMVSDBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:29,2024-11-09 01:55:12,3 - Low,28800,179237
INC6631828,AppD Service,,AppDynamics has detected a problem with DB Server [SharedDBA_ReportServer-PRD-LDN2WS0270]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws0270,3 - Moderate,Closed,2024-11-11 03:41:48,2024-11-09 01:55:08,3 - Low,28800,179200
INC6631817,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS044N01,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn1ws044n01,3 - Moderate,Closed,2024-11-11 03:43:47,2024-11-09 01:54:52,3 - Low,28800,179335
INC6631800,AppD Service,,AppDynamics has detected a problem with DB Server [Trayport-ICAP-LDNPTRPDBLS2]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:56,2024-11-09 01:54:09,3 - Low,28800,179267
INC6631798,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS042N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS042N02,51433' ",Database Administrators,,Closed,ldn2ws042n02,3 - Moderate,Closed,2024-11-11 03:43:25,2024-11-09 01:54:02,3 - Low,28800,179363
INC6631793,Spotlight Service ,,"DBA Spotlight LDNPAPADBLS1,51433  Availability Group - Synchronization Health: Some availability replicas are unhealthy. ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:41:26,2024-11-09 01:53:50,3 - Low,28800,179256
INC6631792,Spotlight Service ,,"DBA Spotlight LDNPTRPDBLS2,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPTRPDBLS2,51433' : A ne",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:45,2024-11-09 01:53:39,3 - Low,28800,179346
INC6631789,Spotlight Service ,,"DBA Spotlight LDNPTRPDBLS1,51433  Monitored Server - Availability Group Connection Failure: Cannot connect to Availability Group 'LDNPTRPDBLS1,51433' : A ne",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:33,2024-11-09 01:53:22,3 - Low,28800,179231
INC6631788,AppD Service,,AppDynamics has detected a problem with DB Server [MARKER-SUB-PROD-LDNPMKRSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:50,2024-11-09 01:53:21,3 - Low,28800,179309
INC6631780,AppD Service,,AppDynamics has detected a problem with DB Server [Wordwatch-prod-LDNPTVODBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-11-11 03:41:35,2024-11-09 01:53:12,3 - Low,28800,179303
INC6631779,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS063N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS063N02,51433' ",Database Administrators,,Closed,ldn2ws063n02,3 - Moderate,Closed,2024-11-11 03:41:06,2024-11-09 01:53:04,3 - Low,28800,179282
INC6631773,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS077N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS077N02,51433' ",Database Administrators,,Closed,ldn2ws077n02,3 - Moderate,Closed,2024-11-11 03:41:51,2024-11-09 01:52:57,3 - Low,28800,179334
INC6631770,Spotlight Service ,BRS - EM Prod,"Spotlight notification for LDN1WS003N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS003N01,51433' ",Database Administrators,,Closed,ldn1ws003n01,3 - Moderate,Closed,2024-11-11 03:41:17,2024-11-09 01:52:51,3 - Low,28800,179306
INC6631759,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS006N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS006N01,51433' ",Database Administrators,,Closed,ldn1ws006n01,3 - Moderate,Closed,2024-11-11 03:40:27,2024-11-09 01:52:36,3 - Low,28800,179271
INC6631750,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS068N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServerXEventsChannel' failed to co",Database Administrators,,Closed,ldn2ws068n02,3 - Moderate,Closed,2024-11-11 03:42:55,2024-11-09 01:52:13,3 - Low,28800,179442
INC6631740,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS0318N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS0318N01,51433",Database Administrators,,Closed,ldn1ws0318n01,3 - Moderate,Closed,2024-11-11 03:40:49,2024-11-09 01:51:44,3 - Low,28800,179345
INC6631739,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN1WS034N01,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN1WS034N01,51433' ",Database Administrators,,Closed,ldn1ws034n01,3 - Moderate,Closed,2024-11-11 03:43:46,2024-11-09 01:51:43,3 - Low,28800,179523
INC6631738,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS074N02,51433  Monitored Server - SQL Server Connection Failure: Cannot connect to SQL Server instance 'LDN2WS074N02,51433' ",Database Administrators,,Closed,ldn2ws074n02,3 - Moderate,Closed,2024-11-11 03:43:04,2024-11-09 01:51:42,3 - Low,28800,179482
INC6631722,Spotlight Service ,,"DBA Spotlight LDNPTPIDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:40:56,2024-11-09 01:51:08,3 - Low,28800,179388
INC6631721,Spotlight Service ,,"DBA Spotlight LDNPMKRSDBLS1,51433  Availability Group - Failover Availability: Failover is not possible ",Database Administrators,,Closed,,5 - Planning,Closed,2024-11-11 03:42:43,2024-11-09 01:51:07,3 - Low,28800,179496
INC6631719,Spotlight Service ,DB Farm - EM Prod,"Spotlight notification for LDN2WS074N02,51433  Monitored Server - SQL Server Secondary Connection Failure: Connection 'SQLServer Auxiliary Channel' failed t",Database Administrators,,Closed,ldn2ws074n02,3 - Moderate,Closed,2024-11-11 03:41:22,2024-11-09 01:51:06,3 - Low,28800,179416
